,business_product_instance_id,cost,duration,number_of_sms,total_volume,event_type,event_id,date,direction,calling_msisdn,called_msisdn,roaming
7122,24.0,28.352820449451727,0,99.0,0.0,sms,6607,2022-03-05,outcoming,-1,-1,False
7130,24.0,28.29038847911326,0,99.0,0.0,sms,6608,2022-03-07,outcoming,-1,-1,False
7139,24.0,28.15195305146689,0,98.0,0.0,sms,6609,2022-03-25,outcoming,-1,-1,False
7143,24.0,28.101116706699912,0,98.0,0.0,sms,6610,2022-03-18,outcoming,-1,-1,False
7144,24.0,28.078514477832442,0,98.0,0.0,sms,6611,2022-03-12,outcoming,-1,-1,False
7148,24.0,28.048290053282727,0,98.0,0.0,sms,6612,2022-03-25,outcoming,-1,-1,False
7149,24.0,28.045073491193804,0,98.0,0.0,sms,6613,2022-03-01,outcoming,-1,-1,False
7150,24.0,28.039029142986834,0,98.0,0.0,sms,6614,2022-03-22,outcoming,-1,-1,False
7157,24.0,27.96228297507983,0,98.0,0.0,sms,6615,2022-03-08,outcoming,-1,-1,False
7160,24.0,27.91051283282316,0,97.0,0.0,sms,6616,2022-03-06,outcoming,-1,-1,False
7161,24.0,27.907829407146124,0,97.0,0.0,sms,6617,2022-03-17,outcoming,-1,-1,False
7163,24.0,27.890596464066505,0,97.0,0.0,sms,6618,2022-03-02,outcoming,-1,-1,False
7171,24.0,27.79545496259327,0,97.0,0.0,sms,6619,2022-03-21,outcoming,-1,-1,False
7173,24.0,27.76282459046695,0,97.0,0.0,sms,6620,2022-03-11,outcoming,-1,-1,False
7182,24.0,27.626901324636776,0,96.0,0.0,sms,6621,2022-03-28,outcoming,-1,-1,False
7187,24.0,27.58322234735877,0,96.0,0.0,sms,6622,2022-03-07,outcoming,-1,-1,False
7192,24.0,27.519228095584808,0,96.0,0.0,sms,6623,2022-03-09,outcoming,-1,-1,False
7209,24.0,27.34739277837592,0,95.0,0.0,sms,6624,2022-03-21,outcoming,-1,-1,False
7213,24.0,27.29671372250708,0,95.0,0.0,sms,6625,2022-03-04,outcoming,-1,-1,False
7214,24.0,27.28892073423387,0,95.0,0.0,sms,6626,2022-03-06,outcoming,-1,-1,False
7225,24.0,27.143259693602033,0,95.0,0.0,sms,6627,2022-03-24,outcoming,-1,-1,False
7234,24.0,27.025276719880623,0,94.0,0.0,sms,6628,2022-03-21,outcoming,-1,-1,False
7235,24.0,27.02369875817655,0,94.0,0.0,sms,6629,2022-03-29,outcoming,-1,-1,False
7242,24.0,26.993020129475042,0,94.0,0.0,sms,6630,,outcoming,-1,-1,False
7244,24.0,26.974902499001388,0,94.0,0.0,sms,6631,,outcoming,-1,-1,False
7247,24.0,26.95260614863625,0,94.0,0.0,sms,6632,,outcoming,-1,-1,False
7248,24.0,26.934034991970293,0,94.0,0.0,sms,6633,,outcoming,-1,-1,False
7253,24.0,26.893300291828126,0,94.0,0.0,sms,6634,,outcoming,-1,-1,False
7255,24.0,26.85635951123831,0,94.0,0.0,sms,6635,,outcoming,-1,-1,True
7262,24.0,26.77457487706289,0,93.0,0.0,sms,6636,,outcoming,-1,-1,False
7264,24.0,26.764157512190565,0,93.0,0.0,sms,6637,,outcoming,-1,-1,False
7289,24.0,26.45253312156933,0,92.0,0.0,sms,6638,,outcoming,-1,-1,False
7290,24.0,26.446818527425407,0,92.0,0.0,sms,6639,,outcoming,-1,-1,False
7291,24.0,26.440490105434804,0,92.0,0.0,sms,6640,,outcoming,-1,-1,False
7292,24.0,26.413981078319296,0,92.0,0.0,sms,6641,,outcoming,-1,-1,False
7293,24.0,26.410378302585727,0,92.0,0.0,sms,6642,,outcoming,-1,-1,False
7297,24.0,26.361456624724212,0,92.0,0.0,sms,6643,,outcoming,-1,-1,True
7298,24.0,26.358331388800025,0,92.0,0.0,sms,6644,,outcoming,-1,-1,False
7299,24.0,26.340893986558427,0,92.0,0.0,sms,6645,,outcoming,-1,-1,False
7305,24.0,26.318890553399854,0,92.0,0.0,sms,6646,,outcoming,-1,-1,False
7308,24.0,26.31009005873034,0,92.0,0.0,sms,6647,,outcoming,-1,-1,True
7311,24.0,26.283541579055623,0,92.0,0.0,sms,6648,,outcoming,-1,-1,False
7315,24.0,26.254983581127036,0,92.0,0.0,sms,6649,,outcoming,-1,-1,False
7317,24.0,26.251406392451884,0,92.0,0.0,sms,6650,,outcoming,-1,-1,False
7319,24.0,26.231466892375437,0,92.0,0.0,sms,6651,,outcoming,-1,-1,False
7323,24.0,26.182858630217808,0,91.0,0.0,sms,6652,,outcoming,-1,-1,False
7324,24.0,26.178795972783092,0,91.0,0.0,sms,6653,,outcoming,-1,-1,False
7326,24.0,26.176602638320645,0,91.0,0.0,sms,6654,,outcoming,-1,-1,False
7335,24.0,26.05860612576339,0,91.0,0.0,sms,6655,,outcoming,-1,-1,False
7339,24.0,25.985238168809445,0,91.0,0.0,sms,6656,,outcoming,-1,-1,False
7340,24.0,25.982773418304703,0,91.0,0.0,sms,6657,,outcoming,-1,-1,False
7344,24.0,25.956462108345235,0,91.0,0.0,sms,6658,,outcoming,-1,-1,False
7351,24.0,25.91076585274405,0,90.0,0.0,sms,6659,,outcoming,-1,-1,False
7356,24.0,25.86184468788332,0,90.0,0.0,sms,6660,,outcoming,-1,-1,False
7357,24.0,25.84587371967679,0,90.0,0.0,sms,6661,,outcoming,-1,-1,False
7360,24.0,25.81686558872923,0,90.0,0.0,sms,6662,,outcoming,-1,-1,False
7361,24.0,25.790377509338015,0,90.0,0.0,sms,6663,,outcoming,-1,-1,False
7363,24.0,25.78705595741934,0,90.0,0.0,sms,6664,,outcoming,-1,-1,False
7373,24.0,25.71642657618264,0,90.0,0.0,sms,6665,,outcoming,-1,-1,False
7376,24.0,25.695021199038365,0,90.0,0.0,sms,6666,,outcoming,-1,-1,False
7380,24.0,25.65533157073105,0,90.0,0.0,sms,6667,,outcoming,-1,-1,True
7381,24.0,25.641709629579267,0,89.0,0.0,sms,6668,,outcoming,-1,-1,False
7404,24.0,25.40065922935065,0,89.0,0.0,sms,6669,,outcoming,-1,-1,False
7406,24.0,25.34304739140275,0,88.0,0.0,sms,6670,,outcoming,-1,-1,True
7408,24.0,25.318339233554724,0,88.0,0.0,sms,6671,,outcoming,-1,-1,False
7410,24.0,25.30422017167544,0,88.0,0.0,sms,6672,,outcoming,-1,-1,False
7412,24.0,25.268631735946116,0,88.0,0.0,sms,6673,,outcoming,-1,-1,False
7413,24.0,25.261959368091453,0,88.0,0.0,sms,6674,,outcoming,-1,-1,True
7414,24.0,25.25811259863805,0,88.0,0.0,sms,6675,,outcoming,-1,-1,False
7416,24.0,25.22741789113317,0,88.0,0.0,sms,6676,,outcoming,-1,-1,False
7425,24.0,25.167026665857065,0,88.0,0.0,sms,6677,,outcoming,-1,-1,True
7427,24.0,25.143079671140924,0,88.0,0.0,sms,6678,,outcoming,-1,-1,False
7431,24.0,25.100880207581113,0,88.0,0.0,sms,6679,,outcoming,-1,-1,False
7436,24.0,25.067416074299274,0,87.0,0.0,sms,6680,,outcoming,-1,-1,False
7437,24.0,25.042531784969157,0,87.0,0.0,sms,6681,,outcoming,-1,-1,False
7442,24.0,25.004958769650415,0,87.0,0.0,sms,6682,,outcoming,-1,-1,False
7446,24.0,24.94594947895085,0,87.0,0.0,sms,6683,,outcoming,-1,-1,False
7449,24.0,24.93104227581418,0,87.0,0.0,sms,6684,,outcoming,-1,-1,False
7455,24.0,24.874618516495246,0,87.0,0.0,sms,6685,,outcoming,-1,-1,False
7458,24.0,24.814304337789707,0,87.0,0.0,sms,6686,,outcoming,-1,-1,False
7466,24.0,24.76255516093144,0,86.0,0.0,sms,6687,,outcoming,-1,-1,False
7467,24.0,24.756447994320666,0,86.0,0.0,sms,6688,,outcoming,-1,-1,False
7482,24.0,24.60843547872753,0,86.0,0.0,sms,6689,,outcoming,-1,-1,False
7484,24.0,24.57618433132413,0,86.0,0.0,sms,6690,,outcoming,-1,-1,True
7490,24.0,24.499939137555316,0,85.0,0.0,sms,6691,,outcoming,-1,-1,False
7498,24.0,24.37887241348912,0,85.0,0.0,sms,6692,,outcoming,-1,-1,False
7500,24.0,24.332218573653762,0,85.0,0.0,sms,6693,,outcoming,-1,-1,False
7505,24.0,24.228476042282466,0,85.0,0.0,sms,6694,,outcoming,-1,-1,False
7507,24.0,24.21888361603385,0,84.0,0.0,sms,6695,,outcoming,-1,-1,False
7518,24.0,24.02986643012359,0,84.0,0.0,sms,6696,,outcoming,-1,-1,False
7519,24.0,24.02569686946964,0,84.0,0.0,sms,6697,,outcoming,-1,-1,True
7521,24.0,23.997793762699303,0,84.0,0.0,sms,6698,,outcoming,-1,-1,False
7529,24.0,23.888405838294034,0,83.0,0.0,sms,6699,,outcoming,-1,-1,True
7532,24.0,23.874440866515528,0,83.0,0.0,sms,6700,,outcoming,-1,-1,False
7533,24.0,23.858161115884585,0,83.0,0.0,sms,6701,,outcoming,-1,-1,False
7534,24.0,23.840615863721624,0,83.0,0.0,sms,6702,,outcoming,-1,-1,False
7537,24.0,23.838165017454315,0,83.0,0.0,sms,6703,,outcoming,-1,-1,False
7543,24.0,23.7898727161932,0,83.0,0.0,sms,6704,,outcoming,-1,-1,False
7545,24.0,23.77726178855994,0,83.0,0.0,sms,6705,,outcoming,-1,-1,False
7547,24.0,23.74150048422149,0,83.0,0.0,sms,6706,,outcoming,-1,-1,False
7549,24.0,23.70118373113732,0,83.0,0.0,sms,6707,,outcoming,-1,-1,False
7553,24.0,23.675535249362227,0,83.0,0.0,sms,6708,,outcoming,-1,-1,False
7560,24.0,23.624154156244273,0,82.0,0.0,sms,6709,,outcoming,-1,-1,False
7565,24.0,23.574736245915943,0,82.0,0.0,sms,6710,,outcoming,-1,-1,False
7567,24.0,23.56521501002426,0,82.0,0.0,sms,6711,,outcoming,-1,-1,False
7570,24.0,23.53704901599845,0,82.0,0.0,sms,6712,,outcoming,-1,-1,False
7572,24.0,23.509286886241142,0,82.0,0.0,sms,6713,,outcoming,-1,-1,False
7573,24.0,23.508871942030424,0,82.0,0.0,sms,6714,,outcoming,-1,-1,False
7578,24.0,23.429776430737405,0,82.0,0.0,sms,6715,,outcoming,-1,-1,False
7580,24.0,23.37129402094982,0,82.0,0.0,sms,6716,,outcoming,-1,-1,False
7581,24.0,23.365547906250868,0,81.0,0.0,sms,6717,,outcoming,-1,-1,False
7584,24.0,23.31896125305535,0,81.0,0.0,sms,6718,,outcoming,-1,-1,False
7592,24.0,23.20975025074381,0,81.0,0.0,sms,6719,,outcoming,-1,-1,False
7603,24.0,23.06658650748355,0,80.0,0.0,sms,6720,,outcoming,-1,-1,True
7605,24.0,23.05557536610513,0,80.0,0.0,sms,6721,,outcoming,-1,-1,False
7606,24.0,23.055300536492666,0,80.0,0.0,sms,6722,,outcoming,-1,-1,False
7608,24.0,23.001749216581942,0,80.0,0.0,sms,6723,,outcoming,-1,-1,False
7617,24.0,22.888113201107416,0,80.0,0.0,sms,6724,,outcoming,-1,-1,False
7631,24.0,22.735244545604203,0,79.0,0.0,sms,6725,,outcoming,-1,-1,False
7634,24.0,22.714057377332097,0,79.0,0.0,sms,6726,,outcoming,-1,-1,False
7637,24.0,22.68497897378211,0,79.0,0.0,sms,6727,,outcoming,-1,-1,True
7639,24.0,22.635305669813533,0,79.0,0.0,sms,6728,,outcoming,-1,-1,False
7642,24.0,22.613894712418926,0,79.0,0.0,sms,6729,,outcoming,-1,-1,False
7645,24.0,22.605629534891904,0,79.0,0.0,sms,6730,,outcoming,-1,-1,False
7646,24.0,22.59921311520293,0,79.0,0.0,sms,6731,,outcoming,-1,-1,False
7648,24.0,22.591837545601436,0,79.0,0.0,sms,6732,,outcoming,-1,-1,False
7655,24.0,22.554730471394436,0,79.0,0.0,sms,6733,,outcoming,-1,-1,False
7659,24.0,22.520917951184003,0,79.0,0.0,sms,6734,,outcoming,-1,-1,False
7662,24.0,22.46072225505759,0,78.0,0.0,sms,6735,,outcoming,-1,-1,False
7667,24.0,22.397572977328878,0,78.0,0.0,sms,6736,,outcoming,-1,-1,True
7670,24.0,22.361880458714452,0,78.0,0.0,sms,6737,,outcoming,-1,-1,False
7671,24.0,22.350981247828884,0,78.0,0.0,sms,6738,,outcoming,-1,-1,False
7673,24.0,22.337764292405396,0,78.0,0.0,sms,6739,,outcoming,-1,-1,False
7677,24.0,22.320383217197985,0,78.0,0.0,sms,6740,,outcoming,-1,-1,False
7686,24.0,22.26794490552976,0,78.0,0.0,sms,6741,,outcoming,-1,-1,False
7688,24.0,22.23534528215795,0,78.0,0.0,sms,6742,,outcoming,-1,-1,False
7690,24.0,22.212711784710308,0,77.0,0.0,sms,6743,,outcoming,-1,-1,True
7698,24.0,22.16761670886504,0,77.0,0.0,sms,6744,,outcoming,-1,-1,False
7713,24.0,21.9735623559381,0,77.0,0.0,sms,6745,,outcoming,-1,-1,False
7718,24.0,21.86898701480834,0,76.0,0.0,sms,6746,,outcoming,-1,-1,False
7722,24.0,21.806942040172075,0,76.0,0.0,sms,6747,,outcoming,-1,-1,False
7724,24.0,21.777434836518523,0,76.0,0.0,sms,6748,,outcoming,-1,-1,False
7726,24.0,21.762326523479558,0,76.0,0.0,sms,6749,,outcoming,-1,-1,False
7728,24.0,21.745096646452623,0,76.0,0.0,sms,6750,,outcoming,-1,-1,False
7731,24.0,21.73691939598217,0,76.0,0.0,sms,6751,,outcoming,-1,-1,False
7741,24.0,21.62631663491527,0,75.0,0.0,sms,6752,,outcoming,-1,-1,False
7747,24.0,21.572778595821887,0,75.0,0.0,sms,6753,,outcoming,-1,-1,False
7748,24.0,21.545354647185746,0,75.0,0.0,sms,6754,,outcoming,-1,-1,False
7749,24.0,21.538637259089683,0,75.0,0.0,sms,6755,,outcoming,-1,-1,False
7751,24.0,21.531349234368633,0,75.0,0.0,sms,6756,,outcoming,-1,-1,False
7752,24.0,21.52293495930428,0,75.0,0.0,sms,6757,,outcoming,-1,-1,False
7759,24.0,21.485761456032435,0,75.0,0.0,sms,6758,,outcoming,-1,-1,True
7767,24.0,21.41273647162373,0,75.0,0.0,sms,6759,,outcoming,-1,-1,True
7771,24.0,21.393387155096207,0,75.0,0.0,sms,6760,,outcoming,-1,-1,False
7772,24.0,21.38244189842692,0,75.0,0.0,sms,6761,,outcoming,-1,-1,False
7773,24.0,21.378649838857513,0,75.0,0.0,sms,6762,,outcoming,-1,-1,False
7817,24.0,20.948198270659333,0,73.0,0.0,sms,6763,,outcoming,-1,-1,False
7820,24.0,20.930314402579512,0,73.0,0.0,sms,6764,,outcoming,-1,-1,False
7821,24.0,20.92990753178593,0,73.0,0.0,sms,6765,,outcoming,-1,-1,True
7822,24.0,20.9261632088556,0,73.0,0.0,sms,6766,,outcoming,-1,-1,False
7823,24.0,20.911873905262865,0,73.0,0.0,sms,6767,,outcoming,-1,-1,False
7825,24.0,20.893128031517165,0,73.0,0.0,sms,6768,,outcoming,-1,-1,False
7826,24.0,20.875284564609586,0,73.0,0.0,sms,6769,,outcoming,-1,-1,False
7827,24.0,20.866042401785435,0,73.0,0.0,sms,6770,,outcoming,-1,-1,False
7830,24.0,20.789138610845583,0,72.0,0.0,sms,6771,,outcoming,-1,-1,False
7838,24.0,20.713784595572264,0,72.0,0.0,sms,6772,,outcoming,-1,-1,False
7842,24.0,20.59233918774794,0,72.0,0.0,sms,6773,,outcoming,-1,-1,False
7858,24.0,20.32917655748426,0,71.0,0.0,sms,6774,,outcoming,-1,-1,False
7859,24.0,20.314057096847307,0,71.0,0.0,sms,6775,,outcoming,-1,-1,False
7866,24.0,20.15062466980956,0,70.0,0.0,sms,6776,,outcoming,-1,-1,False
7871,24.0,20.118258404423457,0,70.0,0.0,sms,6777,,outcoming,-1,-1,False
7875,24.0,20.064912449186806,0,70.0,0.0,sms,6778,,outcoming,-1,-1,False
7887,24.0,19.914321126873133,0,69.0,0.0,sms,6779,,outcoming,-1,-1,False
7888,24.0,19.91097304084643,0,69.0,0.0,sms,6780,,outcoming,-1,-1,False
7897,24.0,19.78231598468409,0,69.0,0.0,sms,6781,,outcoming,-1,-1,False
7901,24.0,19.721138923475266,0,69.0,0.0,sms,6782,,outcoming,-1,-1,False
7911,24.0,19.64778761027256,0,68.0,0.0,sms,6783,,outcoming,-1,-1,False
7912,24.0,19.645809033067366,0,68.0,0.0,sms,6784,,outcoming,-1,-1,False
7913,24.0,19.61574360641815,0,68.0,0.0,sms,6785,,outcoming,-1,-1,False
7917,24.0,19.58135402976356,0,68.0,0.0,sms,6786,,outcoming,-1,-1,False
7924,24.0,19.54146685431897,0,68.0,0.0,sms,6787,,outcoming,-1,-1,False
7925,24.0,19.538089899373205,0,68.0,0.0,sms,6788,,outcoming,-1,-1,False
7927,24.0,19.51135871409987,0,68.0,0.0,sms,6789,,outcoming,-1,-1,False
7941,24.0,19.364279932208348,0,67.0,0.0,sms,6790,,outcoming,-1,-1,False
7943,24.0,19.332095125112858,0,67.0,0.0,sms,6791,,outcoming,-1,-1,False
7947,24.0,19.305926362337075,0,67.0,0.0,sms,6792,,outcoming,-1,-1,False
7968,24.0,19.036015868944844,0,66.0,0.0,sms,6793,,outcoming,-1,-1,False
7970,24.0,19.025793931781322,0,66.0,0.0,sms,6794,,outcoming,-1,-1,False
7978,24.0,18.971419271694998,0,66.0,0.0,sms,6795,,outcoming,-1,-1,False
7981,24.0,18.92433910164769,0,66.0,0.0,sms,6796,,outcoming,-1,-1,True
7982,24.0,18.909876593457568,0,66.0,0.0,sms,6797,,outcoming,-1,-1,True
7994,24.0,18.753358177645296,0,65.0,0.0,sms,6798,,outcoming,-1,-1,False
7995,24.0,18.7530514068236,0,65.0,0.0,sms,6799,,outcoming,-1,-1,False
7997,24.0,18.744909996237453,0,65.0,0.0,sms,6800,,outcoming,-1,-1,True
8003,24.0,18.66648544657623,0,65.0,0.0,sms,6801,,outcoming,-1,-1,False
8027,24.0,18.332831371105755,0,64.0,0.0,sms,6802,,outcoming,-1,-1,False
8033,24.0,18.302228348167105,0,64.0,0.0,sms,6803,,outcoming,-1,-1,False
8034,24.0,18.284220965694942,0,64.0,0.0,sms,6804,,outcoming,-1,-1,False
8046,24.0,18.191215084431946,0,63.0,0.0,sms,6805,,outcoming,-1,-1,False
8050,24.0,18.13784533955345,0,63.0,0.0,sms,6806,,outcoming,-1,-1,False
8055,24.0,18.06841460242532,0,63.0,0.0,sms,6807,,outcoming,-1,-1,False
8061,24.0,18.00416846020454,0,63.0,0.0,sms,6808,,outcoming,-1,-1,False
8062,24.0,17.995831633997952,0,63.0,0.0,sms,6809,,outcoming,-1,-1,False
8064,24.0,17.955867146683346,0,63.0,0.0,sms,6810,,outcoming,-1,-1,True
8065,24.0,17.95155902993129,0,62.0,0.0,sms,6811,,outcoming,-1,-1,False
8066,24.0,17.943161403978877,0,62.0,0.0,sms,6812,,outcoming,-1,-1,False
8071,24.0,17.903403096345386,0,62.0,0.0,sms,6813,,outcoming,-1,-1,False
8073,24.0,17.85824704068571,0,62.0,0.0,sms,6814,,outcoming,-1,-1,True
8082,24.0,17.79177634992709,0,62.0,0.0,sms,6815,,outcoming,-1,-1,False
8085,24.0,17.742942827915215,0,62.0,0.0,sms,6816,,outcoming,-1,-1,False
8090,24.0,17.67542909163417,0,62.0,0.0,sms,6817,,outcoming,-1,-1,False
8095,24.0,17.59465187570649,0,61.0,0.0,sms,6818,,outcoming,-1,-1,False
8098,24.0,17.533681983707396,0,61.0,0.0,sms,6819,,outcoming,-1,-1,True
8099,24.0,17.526066084357524,0,61.0,0.0,sms,6820,,outcoming,-1,-1,False
8110,24.0,17.376843270989554,0,60.0,0.0,sms,6821,,outcoming,-1,-1,False
8115,24.0,17.312734375636552,0,60.0,0.0,sms,6822,,outcoming,-1,-1,False
8118,24.0,17.294455244979716,0,60.0,0.0,sms,6823,,outcoming,-1,-1,False
8126,24.0,17.172951676311612,0,60.0,0.0,sms,6824,,outcoming,-1,-1,False
8127,24.0,17.156848838033696,0,60.0,0.0,sms,6825,,outcoming,-1,-1,True
8136,24.0,17.100426005184318,0,60.0,0.0,sms,6826,,outcoming,-1,-1,True
8137,24.0,17.09589699203805,0,59.0,0.0,sms,6827,,outcoming,-1,-1,False
8141,24.0,17.07239284204104,0,59.0,0.0,sms,6828,,outcoming,-1,-1,False
8144,24.0,17.04006291137783,0,59.0,0.0,sms,6829,,outcoming,-1,-1,False
8150,24.0,16.978610269044594,0,59.0,0.0,sms,6830,,outcoming,-1,-1,True
8151,24.0,16.97427561308797,0,59.0,0.0,sms,6831,,outcoming,-1,-1,False
8158,24.0,16.910274422980905,0,59.0,0.0,sms,6832,,outcoming,-1,-1,True
8159,24.0,16.906108604990266,0,59.0,0.0,sms,6833,,outcoming,-1,-1,False
8165,24.0,16.850561902165538,0,59.0,0.0,sms,6834,,outcoming,-1,-1,False
8172,24.0,16.723937427435118,0,58.0,0.0,sms,6835,,outcoming,-1,-1,False
8173,24.0,16.722681557160968,0,58.0,0.0,sms,6836,,outcoming,-1,-1,False
8183,24.0,16.600773052327995,0,58.0,0.0,sms,6837,,outcoming,-1,-1,False
8184,24.0,16.589996937947888,0,58.0,0.0,sms,6838,,outcoming,-1,-1,False
8186,24.0,16.55914775886791,0,58.0,0.0,sms,6839,,outcoming,-1,-1,False
8187,24.0,16.553435155978036,0,58.0,0.0,sms,6840,,outcoming,-1,-1,False
8190,24.0,16.52734216187679,0,57.0,0.0,sms,6841,,outcoming,-1,-1,False
8191,24.0,16.509484266924318,0,57.0,0.0,sms,6842,,outcoming,-1,-1,False
8192,24.0,16.50428665459458,0,57.0,0.0,sms,6843,,outcoming,-1,-1,False
8197,24.0,16.456995766189223,0,57.0,0.0,sms,6844,,outcoming,-1,-1,False
8200,24.0,16.3978663416475,0,57.0,0.0,sms,6845,,outcoming,-1,-1,False
8201,24.0,16.39779752908224,0,57.0,0.0,sms,6846,,outcoming,-1,-1,False
8202,24.0,16.397446242485017,0,57.0,0.0,sms,6847,,outcoming,-1,-1,False
8210,24.0,16.25066316728926,0,57.0,0.0,sms,6848,,outcoming,-1,-1,False
8212,24.0,16.22024453187015,0,56.0,0.0,sms,6849,,outcoming,-1,-1,False
8213,24.0,16.21656576290171,0,56.0,0.0,sms,6850,,outcoming,-1,-1,False
8217,24.0,16.155051094524737,0,56.0,0.0,sms,6851,,outcoming,-1,-1,False
8223,24.0,16.070550330503053,0,56.0,0.0,sms,6852,,outcoming,-1,-1,False
8242,24.0,15.868943630209287,0,55.0,0.0,sms,6853,,outcoming,-1,-1,False
8245,24.0,15.845165692859041,0,55.0,0.0,sms,6854,,outcoming,-1,-1,False
8248,24.0,15.834213367845337,0,55.0,0.0,sms,6855,,outcoming,-1,-1,False
8267,24.0,15.583588408429591,0,54.0,0.0,sms,6856,,outcoming,-1,-1,False
8272,24.0,15.542039284021556,0,54.0,0.0,sms,6857,,outcoming,-1,-1,False
8282,24.0,15.408653164936368,0,54.0,0.0,sms,6858,,outcoming,-1,-1,False
8288,24.0,15.346200707096699,0,53.0,0.0,sms,6859,,outcoming,-1,-1,False
8291,24.0,15.333272126399379,0,53.0,0.0,sms,6860,,outcoming,-1,-1,False
8292,24.0,15.298992136542424,0,53.0,0.0,sms,6861,,outcoming,-1,-1,False
8298,24.0,15.271456903901253,0,53.0,0.0,sms,6862,,outcoming,-1,-1,False
8301,24.0,15.231941154306014,0,53.0,0.0,sms,6863,,outcoming,-1,-1,True
8302,24.0,15.225113870236044,0,53.0,0.0,sms,6864,,outcoming,-1,-1,False
8304,24.0,15.194668614431464,0,53.0,0.0,sms,6865,,outcoming,-1,-1,False
8308,24.0,15.167838182223818,0,53.0,0.0,sms,6866,,outcoming,-1,-1,False
8311,24.0,15.13736624875662,0,53.0,0.0,sms,6867,,outcoming,-1,-1,False
8323,24.0,14.99183959800959,0,52.0,0.0,sms,6868,,outcoming,-1,-1,False
8326,24.0,14.98520262200529,0,52.0,0.0,sms,6869,,outcoming,-1,-1,False
8327,24.0,14.984100090905542,0,52.0,0.0,sms,6870,,outcoming,-1,-1,False
8330,24.0,14.965641415911193,0,52.0,0.0,sms,6871,,outcoming,-1,-1,False
8334,24.0,14.929407690635315,0,52.0,0.0,sms,6872,,outcoming,-1,-1,False
8346,24.0,14.815958130164177,0,51.0,0.0,sms,6873,,outcoming,-1,-1,False
8352,24.0,14.709037542165277,0,51.0,0.0,sms,6874,,outcoming,-1,-1,False
8353,24.0,14.705646523562535,0,51.0,0.0,sms,6875,,outcoming,-1,-1,False
8355,24.0,14.697133251630817,0,51.0,0.0,sms,6876,,outcoming,-1,-1,False
8357,24.0,14.667564670114501,0,51.0,0.0,sms,6877,,outcoming,-1,-1,True
8358,24.0,14.630904110916376,0,51.0,0.0,sms,6878,,outcoming,-1,-1,False
8359,24.0,14.622273790621819,0,51.0,0.0,sms,6879,,outcoming,-1,-1,False
8360,24.0,14.62226038591183,0,51.0,0.0,sms,6880,,outcoming,-1,-1,False
8362,24.0,14.611440794930814,0,51.0,0.0,sms,6881,,outcoming,-1,-1,True
8377,24.0,14.48238003723121,0,50.0,0.0,sms,6882,,outcoming,-1,-1,False
8382,24.0,14.457398730298394,0,50.0,0.0,sms,6883,,outcoming,-1,-1,False
8383,24.0,14.454408533428207,0,50.0,0.0,sms,6884,,outcoming,-1,-1,False
8385,24.0,14.426637852355697,0,50.0,0.0,sms,6885,,outcoming,-1,-1,False
8389,24.0,14.375835991221521,0,50.0,0.0,sms,6886,,outcoming,-1,-1,False
8390,24.0,14.3610236125337,0,50.0,0.0,sms,6887,,outcoming,-1,-1,False
8391,24.0,14.34100047678065,0,50.0,0.0,sms,6888,,outcoming,-1,-1,False
8393,24.0,14.333727430536243,0,50.0,0.0,sms,6889,,outcoming,-1,-1,False
8410,24.0,14.194025230032935,0,49.0,0.0,sms,6890,,outcoming,-1,-1,False
8412,24.0,14.173838099012627,0,49.0,0.0,sms,6891,,outcoming,-1,-1,False
8414,24.0,14.139820224325064,0,49.0,0.0,sms,6892,,outcoming,-1,-1,False
8415,24.0,14.132315713128676,0,49.0,0.0,sms,6893,,outcoming,-1,-1,False
8416,24.0,14.090262559859852,0,49.0,0.0,sms,6894,,outcoming,-1,-1,False
8419,24.0,14.043896635031558,0,49.0,0.0,sms,6895,,outcoming,-1,-1,False
8421,24.0,14.026779770584582,0,49.0,0.0,sms,6896,,outcoming,-1,-1,False
8424,24.0,13.98897496139071,0,49.0,0.0,sms,6897,,outcoming,-1,-1,False
8434,24.0,13.919226766360396,0,48.0,0.0,sms,6898,,outcoming,-1,-1,False
8437,24.0,13.853535092340323,0,48.0,0.0,sms,6899,,outcoming,-1,-1,False
8439,24.0,13.788879842073456,0,48.0,0.0,sms,6900,,outcoming,-1,-1,False
8442,24.0,13.769609162279124,0,48.0,0.0,sms,6901,,outcoming,-1,-1,False
8443,24.0,13.766792660744755,0,48.0,0.0,sms,6902,,outcoming,-1,-1,False
8451,24.0,13.693603141560232,0,48.0,0.0,sms,6903,,outcoming,-1,-1,False
8453,24.0,13.641124735940906,0,47.0,0.0,sms,6904,,outcoming,-1,-1,False
8457,24.0,13.619740853520426,0,47.0,0.0,sms,6905,,outcoming,-1,-1,False
8464,24.0,13.526866125027425,0,47.0,0.0,sms,6906,,outcoming,-1,-1,False
8465,24.0,13.52386155068018,0,47.0,0.0,sms,6907,,outcoming,-1,-1,False
8466,24.0,13.508605958920484,0,47.0,0.0,sms,6908,,outcoming,-1,-1,False
8477,24.0,13.404857247100693,0,47.0,0.0,sms,6909,,outcoming,-1,-1,False
8494,24.0,13.27355226059862,0,46.0,0.0,sms,6910,,outcoming,-1,-1,False
8498,24.0,13.248021687476466,0,46.0,0.0,sms,6911,,outcoming,-1,-1,False
8505,24.0,13.203741287242224,0,46.0,0.0,sms,6912,,outcoming,-1,-1,False
